Phoneme,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
ŋ̤ǀ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,0,0,"+,-",-,"+,-",-,-,-,-,"-,+"
ŋ̤ǁ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-","-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"+,-",-,"+,-",-,-,-,-,"-,+"
ŋ̤ɡ̤,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
ɟ̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
ɡ̤ǀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,0,0,"+,-",-,"+,-",-,-,-,-,"-,+"
ɡ̤ǁ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"+,-",-,"+,-",-,-,-,-,"-,+"
ɣ̤,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
ɮ̤,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ɲcʼ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,-,"-,+",-,"-,+",-,-
ɲ̤,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
ɲ̤ɟ̤,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
l̪ʷ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,+,+,-,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
aˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
eˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
iˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
oˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
uˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ɲɟʑ,0,-,-,-,-,+,"+,-,-","-,-,+","0,-,+",-,-,-,"+,-,-",-,-,0,0,+,"-,-,+",+,"-,-,+",+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɳɖr,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+",-,"-,-,+","+,-,-",-,-,0,0,+,"-,-,+",-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
jʔ,0,-,-,-,-,"-,+","+,-","+,-",-,"+,-",-,-,-,-,-,0,0,-,0,0,0,"+,-",+,-,+,-,+,0,0,"+,-",-,-,"-,+",-,-,-,-
cʼː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
qʼː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
ɾː,0,-,-,-,+,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
y̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,+,-,0,-,-,0
œ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,+,-,0,-,-,0
ɪ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,+,-,0,-,-,0
ɵː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
kᶣ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
rᶣ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,+,+,-,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
e̥,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,-,-,-,-,0,-,-,0
e̥ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,-,-,-,-,0,-,-,0
ᶑʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ᶑʼː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
n̠t̠ʃʷ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,+,+,-,+,-,+,+,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
nˤ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
nˤː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
lʼː,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
rʼ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
rʼː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
mɓ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,"-,+",-
nɗ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,"-,+",-
ɡɓ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,"-,+",-
ˀy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,"+,-",0,-,-,0
ʔw,0,-,-,-,-,"+,-","-,+","-,+",-,"-,+",-,-,-,-,"-,+",+,-,-,0,0,0,"-,+",+,-,-,+,+,0,0,"-,+",-,-,"+,-",-,-,-,-
dx,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,"-,+",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-
dʼkxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,"+,-",+,-,-,-,"-,+",-,-,-,0,0,0,"+,-",-,-,+,-,+,-,-
d̪x,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,+,-,"-,+",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-
d̪ʼkxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,"-,+",-,-,-,0,0,0,"+,-",-,-,+,-,+,-,-
kǀh,0,-,-,-,-,"+,+,-",-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,-",+,-,-,-,0,0,0,-,-,"-,-,+",-,-,-,-,"-,+,-"
kǀkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
kǀx,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+,-"
kǀʔ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,-",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,-,-,"-,+,-"
kǁh,0,-,-,-,-,"+,+,-",-,"-,-,+","-,-,+",-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,-",+,-,-,-,0,0,0,-,-,"-,-,+",-,-,-,-,"-,+,-"
kǁkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
kǁx,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+,-"
kǁʔ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,-",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,-,-,"-,+,-"
kǂh,0,-,-,-,-,"+,+,-",-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",-,+,-,"+,-,-",+,-,-,-,0,0,0,-,-,"-,-,+",-,-,-,-,"-,+,-"
kǂkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
kǂʔ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",-,+,-,"+,-,-",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,-,-,"-,+,-"
kǃh,0,-,-,-,-,"+,+,-",-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",+,-,-,"+,-,-",+,-,-,-,0,0,0,-,-,"-,-,+",-,-,-,-,"-,+,-"
kǃkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
kǃʔ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",+,-,-,"+,-,-",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,-,-,"-,+,-"
kʘ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
kʘh,0,-,-,-,-,"+,+,-",-,"-,-,+","-,-,+",-,-,-,-,-,"-,+,-",-,-,-,0,0,0,"+,-,-",+,-,-,-,0,0,0,-,-,"-,-,+",-,-,-,-,"-,+,-"
kʘkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
kʘx,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,"-,+,-",-,-,-,0,0,0,"+,-,+",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+,-"
kʘʔ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+,-",-,-,-,0,0,0,"+,-,-",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,-,-,"-,+,-"
kʘʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,-,-,"-,+",-,-,-,-,"-,+"
pʼkxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
qǀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",-,-,-,+,0,0,0,-,-,-,-,-,-,-,"-,+"
qǀʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",-,-,-,+,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
qǁ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,-,-,-,-,-,-,-,"-,+"
qǁʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
qǂ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,+,-,"+,-",-,-,-,+,0,0,0,-,-,-,-,-,-,-,"-,+"
qǂʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,+,-,"+,-",-,-,-,+,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
qǃ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,-,-,-,-,-,-,-,"-,+"
qǃʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
qʘ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",-,-,-,+,0,0,0,-,-,-,-,-,-,-,"-,+"
qʘʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",-,-,-,+,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
tʼkxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
t̪x,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,+,-,"-,+",+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
t̪ʼkxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
ŋʘ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ŋ̊ǀ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
ŋ̊ǁ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-","-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
ŋ̊ǂ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"-,+",-,+,-,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
ŋ̊ǃ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
ŋ̊ʘ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
ɡǀkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,+
ɡǀkʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɡǀx,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,-,-,-,-,-,"-,+,-"
ɡǁ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɡǁkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,+
ɡǁkʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɡǁx,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,-,-,-,-,-,"-,+,-"
ɡǂkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,+
ɡǂkʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",-,+,-,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɡǃkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,+
ɡǃkʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",+,-,-,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɡʘ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɡʘkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,+
ɡʘkʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+,-",-,-,-,0,0,0,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɡʘx,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,"-,+,-",-,-,-,0,0,0,"+,-,+",+,-,-,-,0,0,0,"+,-,-",-,-,-,-,-,-,"-,+,-"
ɡʼkxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,-
ɢǀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",-,-,-,+,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɢǀqʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,+",-,-,-,+,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɢǁ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɢǁqʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,+",-,-,-,+,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɢǂ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,+,-,"+,-",-,-,-,+,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɢǃ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɢǃqʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+,-",+,-,-,"+,-,+",-,-,-,+,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,"-,+,-"
ɢʘ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",-,-,-,+,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɢʱ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,+,-,-,-,-,-
ʔŋǀ,0,-,-,-,-,+,"-,+,-",-,-,-,-,-,"-,+,-",-,-,0,0,"-,-,+",+,+,-,"-,+,-",+,-,-,-,0,0,0,"-,+,-",-,-,"+,-,-",-,-,-,"-,-,+"
ʔŋǁ,0,-,-,-,-,+,"-,+,-",-,-,-,-,-,"-,+,-","-,-,+",-,0,0,"-,-,+",+,-,-,"-,+,-",+,-,-,-,0,0,0,"-,+,-",-,-,"+,-,-",-,-,-,"-,-,+"
ʔŋǂ,0,-,-,-,-,+,"-,+,-",-,-,-,-,-,"-,+,-",-,-,0,0,"-,-,+",-,+,-,"-,+,-",+,-,-,-,0,0,0,"-,+,-",-,-,"+,-,-",-,-,-,"-,-,+"
ʔŋǃ,0,-,-,-,-,+,"-,+,-",-,-,-,-,-,"-,+,-",-,-,0,0,"-,-,+",+,-,-,"-,+,-",+,-,-,-,0,0,0,"-,+,-",-,-,"+,-,-",-,-,-,"-,-,+"
ʔŋʘ,0,-,-,-,-,+,"-,+,-",-,-,-,-,-,"-,+,-",-,"-,-,+",-,-,-,0,0,0,"-,+,-",+,-,-,-,0,0,0,"-,+,-",-,-,"+,-,-",-,-,-,"-,-,+"
aᴱ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,+,-,-,0,-,-,0
eˤ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,+,-,+,-,-,-,0,-,-,0
oˤ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,+,-,+,-,-,-,0,-,-,0
oᴱ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,+,-,-,0,-,-,0
uᴱ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,+,-,-,0,-,-,0
d̠ʒxʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,"+,-",-,+,+,"-,+",+,-,-,-,0,0,0,"+,-",-,-,+,-,+,-,-
d̠ʒʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
kǀxʼ,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",+,+,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,"-,-,+",-,"-,+,-"
kǀʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
kǁxʼ,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,"-,+,-",-,0,0,"-,+,-",+,-,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,"-,-,+",-,"-,+,-"
kǁʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
kǁʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
kǃxʼ,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",+,-,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,"-,-,+",-,"-,+,-"
kǃʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
kǃʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
k‼,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+"
k‼x,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",-,-,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,-,-,-,-,"-,+,-"
k‼xʼ,0,-,-,-,-,+,-,"-,-,+","-,-,+",-,-,-,-,-,-,0,0,"-,+,-",-,-,-,"+,-,+",+,-,-,-,0,0,0,-,-,-,"-,-,+",-,"-,-,+",-,"-,+,-"
k‼ʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,-,-,"+,-",+,-,-,-,0,0,0,-,-,"-,+",-,-,-,-,"-,+"
k‼ʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
k‼ʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,"-,+",-,"-,+"
qm,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,"-,+",-,-,-,0,0,0,"+,-",-,-,-,+,0,0,0,"-,+",-,-,-,-,-,-,-
qn,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,0,0,"-,+",-,-,-,-,-,-,-
tʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
t̠ʃx,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ŋǀʱ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,0,0,+,-,"-,+",-,-,-,-,"-,+"
ŋǃʱ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,+,-,"-,+",-,-,-,-,"-,+"
